INV,C_TYPE,C_PLANT,C_MARK,C_BODY,C_GROUP,N_CHASS,N_ENG,N_BODY,YEA_,N_PASS,D_PASS,SIGN,SIGN1,SIGN2,D_SIGN,D_EXPL,C_CLASS,C_COLOR,C_DUTY,C_OWNER,COST,SUBD,SUBC,YEAR_A,C_SOUR,N_SOUR,D_SOUR,C_STOR,N_STOR,D_STOR,N_ALOC,D_ALOC,D_TRANS,D_DEL,NORM_R,NORM_P,NORM_O,C_SFIN,C_BUY
9.2100000000000000e+02,"A.","C1","SП",,"EF","314965","756584",,1987,"ВУ 708251",,"1022роп",,,,"03/29/88 00:00:00",,,,"(]",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28282224","11/27/87 00:00:00","2","02/05/87 00:00:00","03/29/88 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
9.2200000000000000e+02,"A.","C1","SП",,"EF","453472","908797",,1989,"ВУ 708779",,"0337роу",,,,"03/10/89 00:00:00",,,,"(]",,,,,"I*","15/4-211","01/25/89 00:00:00","J2","28310808","01/31/89 00:00:00","2","02/05/89 00:00:00","03/10/89 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
9.2300000000000000e+02,"A.","C1","SЛ",,"EF","б/н","36039",,1984,"ВР 571561",,"0062рду",,,,"11/05/84 00:00:00",,,,"(]",,,,,"I+","1/1648","03/23/84 00:00:00","J2","820574","01/01/84 00:00:00","2","02/05/84 00:00:00","11/05/84 00:00:00","05/22/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
9.2400000000000000e+02,"A.","C1","SЛ",,"EF","б/н","360821",,1984,"ВО 769993",,"0062рду",,,,"06/27/84 00:00:00",,,,"(]",,,,,"I+","1/1648","03/29/84 00:00:00","J2","779442","01/01/84 00:00:00","2","02/05/84 00:00:00","06/27/84 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.2500000000000000e+02,"A.","C2","SХ",,"EF","358680","241326",,1988,"ВУ 708190",,"0323рду",,,,"02/29/88 00:00:00",,,"H8","(f",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","79755983","02/13/88 00:00:00","2","02/05/88 00:00:00","02/29/88 00:00:00",,1.2500000000000000e+03,7.0000000000000000e+00,,,
9.2600000000000000e+02,"A.","C2","SН",,"EF","б/н","б/н",,1985,"ВП 884084",,"0061рду",,,,"04/09/85 00:00:00",,,,"(]",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79769543","03/29/85 00:00:00","2","02/05/85 00:00:00","04/09/85 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.2700000000000000e+02,"A.","C2","SН",,"EF","б/н","301815",,1981,"ВП 159669",,"0015рду",,,"12/12/81 00:00:00","07/14/81 00:00:00",,,,"(]",,,,,"I*","15/4-450","01/28/81 00:00:00","J2","79751626","01/01/81 00:00:00","2","02/05/81 00:00:00","07/14/81 00:00:00","07/16/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.2800000000000000e+02,"A(","C(","N-","D(","E+",,"3659996","3002196",1979,"ВК 925927",,"0294рду",,,"06/24/83 00:00:00","04/24/79 00:00:00",,,,"(T",,,,,"I*","15/4-1400","02/28/79 00:00:00","J-","582","04/19/79 00:00:00","5","04/05/79 00:00:00","04/24/79 00:00:00","11/27/91 00:00:00",2.9000000000000000e+03,9.5000000000000000e+00,,"*)",
9.2900000000000000e+02,"A(","C*","ON","D-","E(","166","4925",,1982,"ВО 962111",,"0511ром",,,"05/28/86 00:00:00","05/31/82 00:00:00","F*",,,"(T",,,,,"I*","15/4-220","01/14/82 00:00:00","J-","586","05/21/82 00:00:00","2","03/02/82 00:00:00","05/31/82 00:00:00","12/03/91 00:00:00",4.1600000000000000e+03,1.8500000000000000e+01,,"*(",
9.3000000000000000e+02,"A(","C*","OQ","D-","E(","065908","60800893",,1986,"ВУ 711147",,"0287ром",,,"01/01/90 00:00:00","01/27/87 00:00:00","F*",,,"(T",,,,,"I+","10/3-630","02/24/86 00:00:00","J-","656","09/24/86 00:00:00","2","02/05/87 00:00:00","01/27/87 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",
9.3100000000000000e+02,"A(","C*","OQ","D-","E(","066977","60803884",,1986,"ВТ 569844",,"0185рдв",,,,"10/21/86 00:00:00","F*",,,"(T",,,,,"I+","10/3-630","02/24/86 00:00:00","J-","684","10/13/86 00:00:00","2","02/05/86 00:00:00","10/21/86 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,"*(",
9.4600000000000000e+02,"A6","C)","P^","D3","E,","0744166","0161110",,1984,"ВТ 878223",,"0431ром",,,,"01/21/85 00:00:00",,,"H8","(a",,,,,"I+","10/3-462","02/15/85 00:00:00","J-","16","01/14/85 00:00:00","2","02/05/85 00:00:00","01/21/85 00:00:00","01/21/92 00:00:00",2.0800000000000000e+03,2.4000000000000000e+01,,"*(",
9.4700000000000000e+02,"A6","C)","P^","D3","E0","0474377","0164271",,1982,"ВП 085905",,"0433ром",,,,"01/11/85 00:00:00",,,"H<","(a",,,,,"I+","10/3-372к","06/10/84 00:00:00",,"акт","01/11/85 00:00:00","2","02/05/85 00:00:00","01/11/85 00:00:00","02/28/92 00:00:00",1.0000000000000000e+03,2.8000000000000000e+01,,"*(",
9.4800000000000000e+02,"A6","C)","P^","D3","E0","0224282","070074","148",1979,"ВМ 319310",,"0429ром",,,"09/02/83 00:00:00","06/08/79 00:00:00",,,"H<","(a",,,,,"I*","15/4-1400","02/28/79 00:00:00","J-","828","06/05/79 00:00:00","5","04/05/79 00:00:00","06/08/79 00:00:00","12/01/93 00:00:00",1.0000000000000000e+03,2.8000000000000000e+01,,"*(",
9.4900000000000000e+02,"A*","C.","QБ","D0","E/","0787983","201589",,1984,"ВТ 878153",,"0432ром",,,,"11/22/84 00:00:00",,,"H8","(a",,,,,"I+","1/1648","03/29/84 00:00:00","J2","762","02/05/84 00:00:00","2","02/05/84 00:00:00","11/22/84 00:00:00","05/20/92 00:00:00",2.9000000000000000e+03,3.1000000000000000e+01,,"*(",
9.5000000000000000e+02,"A.","C1","SС",,"EF","411666","870426",,1988,"ВУ 720093",,"1099ром",,,,"11/14/88 00:00:00",,,,"(a",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28280526","01/01/88 00:00:00","2","02/05/88 00:00:00","11/14/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,"*(",
9.5100000000000000e+02,"A.","C1","SС",,"EF","299908","742055",,1987,,,"0269рон",,,,"11/19/87 00:00:00",,,,"(a",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28281638","11/06/87 00:00:00","2","02/05/87 00:00:00","11/19/87 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,"*(",
9.5200000000000000e+02,"A.","C1","SС",,"EF","398857","856258",,1988,"ВУ 720097",,"1097рон",,,,"10/28/88 00:00:00",,,"H8","(a",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28280993","10/06/88 00:00:00","2","02/05/88 00:00:00","10/28/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
9.5300000000000000e+02,"A.","C1","SП",,"EF","092820","510480",,1985,"ВТ 878847",,"0536роу",,,,"11/28/85 00:00:00",,,,"(a",,,,,"I+","10/3-1550","07/10/85 00:00:00","J2","28277391","01/01/85 00:00:00","2","02/05/85 00:00:00","11/28/85 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.5400000000000000e+02,"A.","C1","SП",,"EF","б/н","497954",,1985,"ВТ 878843",,"0159рон",,,,"11/01/85 00:00:00",,,,"(a",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","28276716","01/01/85 00:00:00","2","02/05/85 00:00:00","11/01/85 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.5500000000000000e+02,"A.","C1","SП",,"EF","093483","509240",,1985,"ВТ 878870",,"0150рду",,,,"11/28/85 00:00:00",,,,"(a",,,,,"I+","10/3-1550","07/10/85 00:00:00","J2","28277391","01/01/85 00:00:00","2","02/05/85 00:00:00","11/28/85 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
9.5600000000000000e+02,"A.","C1","SЛ",,"EF","б/н","502106",,1980,"ВО 191005",,"1060рос",,,,"07/03/80 00:00:00",,,,"(a",,,,,"I*","15/4-6500","12/27/79 00:00:00","J2","624454","04/26/80 00:00:00","3","03/04/80 00:00:00","07/03/80 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.5700000000000000e+02,"A.","C2","SН",,"EF","349528","367476",,1980,"ВО 191360",,"0092рду",,,,"12/27/80 00:00:00",,,,"(a",,,,,"I*","15/4-6500","12/27/79 00:00:00","J2","79763726","12/23/80 00:00:00","3","03/04/80 00:00:00","12/27/80 00:00:00","04/07/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.5800000000000000e+02,"A.","C2","SН",,"EF","б/н","671188",,1978,"ВЛ 297553",,"0067рду",,,,"08/08/78 00:00:00",,,,"(a",,,,,"I*","15/4-610","02/03/78 00:00:00","J2","79769746","01/01/78 00:00:00","3","03/17/78 00:00:00","08/08/78 00:00:00","04/07/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.5900000000000000e+02,"A.","C2","SН",,"EF","б/н","875649",,1984,"ВТ 878699",,"0092рою",,,,"05/14/84 00:00:00",,,,"(a",,,,,"I+","1/1648","03/29/84 00:00:00","J2","79755491","05/06/84 00:00:00","2","05/10/84 00:00:00","05/14/84 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
9.7400000000000000e+02,"A.","C2","SТ",,"EF","182613","046955",,1986,"ВТ 879982",,"1724рое",,,,"09/02/86 00:00:00",,,,"(b",,,,,"I+","10/3-630","02/24/86 00:00:00","J2","79750579","07/24/86 00:00:00","2","02/05/86 00:00:00","09/02/86 00:00:00","07/08/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
9.7500000000000000e+02,"A.","C2","SТ",,"EF","780406","947443",,1985,"ВТ 879553",,"0962рон",,,,"12/24/85 00:00:00",,,,"(b",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79760047","01/01/85 00:00:00","2","02/05/85 00:00:00","12/24/85 00:00:00","04/17/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
9.7600000000000000e+02,"A.","C2","SН",,"EF","627711","671138",,1983,"ВР 568174",,"0898рое",,,,"09/12/83 00:00:00",,,,"(b",,,,,"I+","10/3-722","03/15/83 00:00:00","J2","79764541","09/13/83 00:00:00","2","02/05/83 00:00:00","09/12/83 00:00:00","01/28/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
9.7700000000000000e+02,"A.","C2","SН",,"EF","702763","755217",,1984,"ВР 573059",,"0897рос",,,,"05/14/84 00:00:00",,,,"(b",,,,,"I+","1/1648","03/29/84 00:00:00","J2","79755491","05/06/84 00:00:00","2","05/10/84 00:00:00","05/14/84 00:00:00","07/28/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
9.7800000000000000e+02,"A.","C2","SН",,"EF","б/н","127796",,1983,"ВР 568011",,"0897рое",,,,"06/21/83 00:00:00",,,,"(b",,,,,"I+","10/3-722","03/15/83 00:00:00","J2","79761393","06/11/83 00:00:00","2","02/05/83 00:00:00","06/21/83 00:00:00","04/28/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
9.7900000000000000e+02,"A.","C2","SУ",,"EF","б/н","023540",,1978,"ВК 205084",,"0168рою",,,,"07/17/78 00:00:00",,,,"(b",,,,,"I*","15/4-610","02/03/78 00:00:00","J2","79768805","01/01/78 00:00:00","2","02/05/78 00:00:00","07/17/78 00:00:00","04/07/93 00:00:00",1.2500000000000000e+03,7.0000000000000000e+00,,,
9.8000000000000000e+02,"A0",,"TЮ",,"EH","79-786",,,1981,,,"0043рду",,,,"06/26/81 00:00:00",,,,"(b",,,,,,,,,"241774","06/05/81 00:00:00","2","02/05/81 00:00:00","06/26/81 00:00:00",,0.0000000000000000e+00,1.1000000000000000e+01,,"*(",
9.8100000000000000e+02,"A(","C,","N+","D(","E*","277488","2583290",,1979,"ВР 564748",,"0500ром",,,,"12/03/84 00:00:00","F)",,,"(\",,,,,"I+","10/3-362","10/31/84 00:00:00","J-","1151","01/01/84 00:00:00","4","06/20/84 00:00:00","12/03/84 00:00:00","05/22/92 00:00:00",2.9000000000000000e+03,1.1000000000000000e+01,,"*(",
9.8200000000000000e+02,"A(","C*","ON","D-","E(","621766","90890399",,1985,"ВТ 572175",,"0367ром",,,,"05/24/85 00:00:00","F*",,,"(\",,,,,"I+","10/3-462","02/15/85 00:00:00","J-","638","05/21/85 00:00:00","2","02/05/85 00:00:00","05/24/85 00:00:00","07/21/92 00:00:00",4.1600000000000000e+03,1.8500000000000000e+01,,"*(",
9.8300000000000000e+02,"A6","C)","P^","D3","E0","0474372","0164249",,1981,"ВО 380865",,"1055рдх",,,"01/01/84 00:00:00","12/07/81 00:00:00",,,,"(\",,,,,"I*","15/4-4084","07/24/81 00:00:00","J-","1383","11/30/81 00:00:00","217","02/05/81 00:00:00","12/07/81 00:00:00","08/18/92 00:00:00",1.0000000000000000e+03,2.8000000000000000e+01,,"*(",
9.8400000000000000e+02,"A.","C1","SС",,"EF","12703","750910",,1987,"ВУ 715231",,"0657роу",,,,"12/04/87 00:00:00",,,,"(\",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28281639","11/06/87 00:00:00","2","02/05/87 00:00:00","12/04/87 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
9.8500000000000000e+02,"A.","C1","SС",,"EF","346678","857888",,1988,"ВУ 720497",,"0624рох",,,,"11/18/88 00:00:00",,,"H8","(\",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28280993","10/06/88 00:00:00","2","02/05/88 00:00:00","11/18/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
9.8600000000000000e+02,"A.","C2","SТ",,"EF","604208","509045",,1990,"ВУ 715837",,"0427рду",,,,"03/30/90 00:00:00",,,,"(\",,,,,"I+","1/1273","04/02/90 00:00:00","J2","79768796","03/19/90 00:00:00","2","02/05/90 00:00:00","03/30/90 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
9.8700000000000000e+02,"A.","C2","SН",,"EF","б/н","966558",,1985,"ВТ 572176",,"0067рду",,,,"02/05/85 00:00:00",,,,"(\",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79766611","01/01/85 00:00:00","2","02/05/85 00:00:00","02/05/85 00:00:00","07/21/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.0020000000000000e+03,"A.","C1","SС",,"EF","412924","870914",,1988,"ВХ 602141",,"0932рос",,,,"11/16/88 00:00:00",,,,"([",,,,,"I*","15/4-5761","12/24/88 00:00:00","J2","28280530","01/01/88 00:00:00","2","02/05/88 00:00:00","11/16/88 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,"*(",
1.0030000000000000e+03,"A.","C1","SЛ",,"EF","б/н","33285",,1980,"ВМ 320642",,"0262рон",,,,"02/07/80 00:00:00",,,,"([",,,,,"I*","15/4-6500","12/27/79 00:00:00","J2","998655","01/27/80 00:00:00","3","03/04/80 00:00:00","02/07/80 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.0040000000000000e+03,"A.","C2","SТ",,"EF","б/н","317019",,1986,"ВУ 713394",,"0152рою",,,,"09/11/86 00:00:00",,,,"([",,,,,"I+","10/3-630","02/24/86 00:00:00","J2","79751271","08/06/86 00:00:00","2","02/05/86 00:00:00","09/11/86 00:00:00","06/01/93 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.0050000000000000e+03,"A.","C2","SН",,"EF","775702","865633",,1985,"ВП 878301",,"0197рон",,,,"04/09/85 00:00:00",,,,"([",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79769543","03/29/85 00:00:00","2","02/05/85 00:00:00","04/09/87 00:00:00","09/24/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.0060000000000000e+03,"A.","C2","SН",,"EF","б/н","б/н",,1984,"ВР 338565",,"0028рду",,,,"05/14/84 00:00:00",,,,"([",,,,,"I+","1/1648","03/29/84 00:00:00","J2","79755491","05/06/84 00:00:00","2","05/10/84 00:00:00","05/14/84 00:00:00","12/01/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.0070000000000000e+03,"A.","C2","SН",,"EF","494337","638181",,1983,"ВР 337639",,"0189рою",,,,"06/29/83 00:00:00",,,,"([",,,,,"I+","10/3-722","03/15/83 00:00:00","J2","79761491","01/01/83 00:00:00","3","05/10/83 00:00:00","06/29/83 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.0080000000000000e+03,"A.","C2","SН",,"EF","б/н","607933",,1984,"ВР 338634",,"0108рою",,,,"05/18/84 00:00:00",,,,"([",,,,,"I+","1/1648","03/29/84 00:00:00","J2","79755652","05/09/84 00:00:00","2","05/10/84 00:00:00","05/18/84 00:00:00","12/01/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.0090000000000000e+03,"A.","C2","SТ",,"EF","б/н","424340",,1986,"ВП 881983",,"0111рою",,,,"09/11/86 00:00:00",,,,"([",,,,,"I+","10/3-630","02/24/86 00:00:00","J2","79750579","07/24/86 00:00:00","2","02/05/86 00:00:00","09/11/86 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,"*(",
1.0100000000000000e+03,"A(","C*","ON","D-","E*","566479","793207ре",,1984,,,"0595ром",,,,"03/27/84 00:00:00",,,,"(W",,,,,"I+","1/1648","03/29/84 00:00:00","J-","акт","03/19/84 00:00:00","2","02/05/84 00:00:00","03/27/84 00:00:00","04/24/92 00:00:00",2.9000000000000000e+03,1.8500000000000000e+01,,,
1.0110000000000000e+03,"A(","C(","N/","D(","E,",,"9630248","4900137",1987,"ВУ 982551",,"0836рдб",,,"06/07/88 00:00:00","05/24/88 00:00:00",,,,"(W",,,,,"I*","15/4-5761","12/24/87 00:00:00","J-","5","01/11/88 00:00:00","2","02/05/88 00:00:00","05/24/88 00:00:00","09/22/92 00:00:00",2.0800000000000000e+03,9.0000000000000000e+00,,,
1.0120000000000000e+03,"A.","C1","SС",,"EF","08983","611669",,1987,"ВУ 721014",,"0344роф",,,,"12/22/87 00:00:00",,,,"(W",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28281639","11/02/87 00:00:00","2","02/05/87 00:00:00","12/22/87 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,"*(",
1.0130000000000000e+03,"A.","C1","SС",,"EF","282041","723729",,1987,"ВУ 716902",,"0698рох",,,,"09/09/87 00:00:00",,,,"(W",,,,,"I*","15/4-419","02/02/87 00:00:00","J2","28279828","09/02/87 00:00:00","2","02/05/87 00:00:00","09/09/87 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,"*(",
1.0140000000000000e+03,"A.","C1","SС",,"EF","531885","999098",,1989,"ВШ 228691",,"0697рох",,,,"11/22/89 00:00:00",,,"HF","(W",,,,,"I*","15/4-211","01/25/89 00:00:00","J2","28317397","10/15/89 00:00:00","2","02/05/89 00:00:00","11/22/89 00:00:00",,1.2500000000000000e+03,8.4000000000000004e+00,,,
1.0150000000000000e+03,"A.","C1","SП",,"EF","378409","830313",,1988,"ВУ 716903",,"0416рон",,,,"07/19/88 00:00:00",,,,"(W",,,,,"I*","15/4-5761","12/24/87 00:00:00","J2","28278536","07/04/88 00:00:00","2","02/05/88 00:00:00","07/19/88 00:00:00",,1.2500000000000000e+03,7.5000000000000000e+00,,,
1.0300000000000000e+03,"A.","C2","SН",,"EF","б/н","670519",,1981,"ВП 160670",,"0705роа",,,,"01/05/82 00:00:00",,,,"(V",,,,,"I*","15/4-450","01/28/81 00:00:00","J2","79759201","12/28/81 00:00:00","2","02/25/81 00:00:00","01/05/82 00:00:00","09/01/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.0310000000000000e+03,"A.","C2","SН",,"EF","б/н","461683",,1985,"ВР 569681",,"1261роа",,,,"02/05/85 00:00:00",,,,"(V",,,,,"I+","10/3-462","02/15/85 00:00:00","J2","79766611","01/01/85 00:00:00","2","02/05/85 00:00:00","02/05/85 00:00:00","06/15/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.0320000000000000e+03,"A.","C2","SН",,"EF","б/н","070025",,1982,"ВП 369476",,"0672роа",,,,"03/12/82 00:00:00",,,,"(V",,,,,"I*","15/4-220","01/14/82 00:00:00","J/","3/661","03/12/82 00:00:00","2","03/02/82 00:00:00","04/09/84 00:00:00","08/07/92 00:00:00",1.2500000000000000e+03,7.5000000000000000e+00,,,
1.0330000000000000e+03,"A(","C(","N@","D(","E)",,"1836634","1226617",1991,"ВШ 233760","05/15/91 00:00:00","0724ром",,,"05/15/91 00:00:00","04/26/91 00:00:00","F)","G*",,"(-",,,,,,,,"J/","3/4435","04/25/91 00:00:00","2","02/05/91 00:00:00","04/26/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.0340000000000000e+03,"A(","C(","N@","D(","E)",,"1835867","1226328",1991,"ВШ 233757","05/15/91 00:00:00","0724ром",,,"05/15/91 00:00:00","04/26/91 00:00:00","F)","G*",,"(-",,,,,,,,"J/","3/4435","04/25/91 00:00:00","2","02/05/91 00:00:00","04/26/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.0350000000000000e+03,"A(","C(","N4","D(","E)",,"1788142","0305839",1991,"ВШ 233920","05/31/91 00:00:00","0730ром",,,"05/31/91 00:00:00","05/24/91 00:00:00","F)",,,"(-",,,,,"I+",,,"J/","3/4488","05/21/91 00:00:00","2","02/05/91 00:00:00","05/24/91 00:00:00",,2.0800000000000000e+03,8.5000000000000000e+00,,,
1.0360000000000000e+03,"A(","C(","N7","D(","E)",,"1901263","2667107",1991,"ВШ 234235","06/28/91 00:00:00","0286рос",,,"06/28/91 00:00:00","06/28/91 00:00:00","F)",,,"(-",,,,,"I+",,,"J/","3/4566","06/09/91 00:00:00","2","02/05/91 00:00:00","06/28/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.0370000000000000e+03,"A(","C(","N7","D(","E)",,"1901672","2667143",1991,"ВШ 234228","06/28/91 00:00:00","0285рос",,,"06/28/91 00:00:00","06/28/91 00:00:00","F)",,,"(-",,,,,"I+",,,"J/","3/4566","06/09/91 00:00:00","2","02/05/91 00:00:00","06/28/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.0380000000000000e+03,"A(","C(","N7","D(","E)",,"1900778","2665510",1991,"ВШ 234231","06/28/91 00:00:00","0286рос",,,"06/28/91 00:00:00","06/28/91 00:00:00","F)",,,"(-",,,,,"I+",,,"J/","3/4566","06/09/91 00:00:00","2","02/05/91 00:00:00","06/28/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.0390000000000000e+03,"A(","C(","N7","D(","E)",,"1901314","2666783",1991,"ВШ 234236","06/28/91 00:00:00","0286рос",,,"06/28/91 00:00:00","06/28/91 00:00:00","F)",,,"(-",,,,,"I+",,,"J/","3/4566","06/09/91 00:00:00","2","02/05/91 00:00:00","06/28/91 00:00:00",,2.0800000000000000e+03,1.0000000000000000e+01,,,
1.0400000000000000e+03,"A(","C*","OQ","D,","E)","10314128","0707687","5999",1991,"ВШ 234237","06/28/91 00:00:00","0286рос",,,"06/28/91 00:00:00","06/28/91 00:00:00","F*",,,"(-",,,,,"I+",,,"J/","3/4606","06/25/91 00:00:00","2","02/05/91 00:00:00","06/28/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.0410000000000000e+03,"A(","C,","NS","D+","E)","199855","0199855","0310542",1991,"ВЩ 574987","04/22/91 00:00:00","0658рда",,,"04/22/91 00:00:00","04/08/91 00:00:00","F)",,"H8","(d",,,,,"I+",,,"J/","3/4305","04/05/91 00:00:00","2","02/05/91 00:00:00","12/08/92 00:00:00",,2.9000000000000000e+03,1.1000000000000000e+01,,,
1.0420000000000000e+03,"A(","C*","OQ","D,","E)","10309654","10207191",,1991,"ВУ 458986","04/16/91 00:00:00","0875рда",,,"04/16/91 00:00:00","03/28/91 00:00:00","F*",,,"(X",,,,,"I+",,,"J/","3/523","03/11/91 00:00:00","2","02/05/91 00:00:00","03/28/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.0430000000000000e+03,"A(","C*","OQ","D,","E)","10309296","10206174","9994",1991,"ВЩ 571804","04/16/91 00:00:00","0357ром",,,"04/16/91 00:00:00","03/28/91 00:00:00","F*",,,"(R",,,,,"I+",,,"J/","3/523","03/11/91 00:00:00","2","02/05/91 00:00:00","03/28/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.0440000000000000e+03,"A(","C*","OQ","D,","E)","10305080","10108875","5489",1991,"ВШ 914804","04/27/91 00:00:00","1118рда",,,"04/27/91 00:00:00","03/28/91 00:00:00","F*",,,"(c",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/523","03/11/91 00:00:00","2","02/05/91 00:00:00","03/28/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.0450000000000000e+03,"A(","C*","OQ","D,","E)","10404788","10316868","8170",1991,,,"0946рда",,,,,"F*",,,,,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/523","03/11/91 00:00:00","2","02/05/91 00:00:00",,"05/23/91 00:00:00",2.0800000000000000e+03,1.6000000000000000e+01,,,
1.0460000000000000e+03,"A(","C*","OQ","D,","E)","10309259","10206003","9943",1991,"ВЩ 567862","05/05/91 00:00:00","0949",,,"05/05/91 00:00:00","03/28/91 00:00:00","F*",,,"(20",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/523","03/11/91 00:00:00","2","02/05/91 00:00:00","03/28/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,"*(",
1.0470000000000000e+03,"A(","C*","OQ","D,","E)","0328112","10604358",,1991,"ВШ 910902","09/27/91 00:00:00","0814",,,"09/27/91 00:00:00","09/06/91 00:00:00","F*",,,"(e",,,,,"I+","10/24-39","04/08/91 00:00:00","J/","3/523","03/11/91 00:00:00","2","02/05/91 00:00:00","09/06/91 00:00:00",,2.0800000000000000e+03,1.6000000000000000e+01,,,
1.0480000000000000e+03,"A(","C*","OQ","D-","E(","0315295","1040090","6411",1991,"ВШ 914891","06/10/91 00:00:00","1771рдб",,,"06/10/91 00:00:00","04/29/91 00:00:00","F*",,,"(T",,,,,"I+","10/24-39","04/08/91 00:00:00","J-","375","04/24/91 00:00:00","2","02/05/91 00:00:00","04/29/91 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.0490000000000000e+03,"A(","C*","OQ","D-","E(","0303257","10104031",,1991,"ВШ 915809","05/31/91 00:00:00","0987рдв",,,"05/31/91 00:00:00","04/29/91 00:00:00","F*",,,"(C",,,,,"I+","10/24-39","04/08/91 00:00:00","J-","375","04/24/91 00:00:00","2","02/05/91 00:00:00","04/29/91 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
1.0500000000000000e+03,"A(","C*","OQ","D-","E(","0307673","10111235",,1991,"ВШ 923582","05/07/91 00:00:00","0852рда",,,"05/07/91 00:00:00","04/29/91 00:00:00","F*",,,"(:",,,,,"I+","10/24-39","04/08/91 00:00:00","J-","375","04/24/91 00:00:00","2","02/05/91 00:00:00","04/29/91 00:00:00",,4.1600000000000000e+03,1.8500000000000000e+01,,,
